specimen,interface,gene,mean_bulge,mean_dent,lfc,p_geomnull,null_sd
PUPA-72h_cellbin,midgut primordium,Cpr76Bd,0.27007112,0.29495755,-0.02488643,,
PUPA-72h_cellbin,midgut primordium,ATPsynCF6,0.28007627,0.30621123,-0.026134968,,
PUPA-72h_cellbin,midgut primordium,Mdh2,0.29885525,0.32693842,-0.028083175,,
PUPA-72h_cellbin,midgut primordium,UQCR-6.4,0.41067243,0.4391515,-0.02847907,,
PUPA-72h_cellbin,midgut primordium,mt:ND3,0.39423493,0.42394686,-0.029711932,,
PUPA-72h_cellbin,midgut primordium,Cpr51A,0.24850453,0.279546,-0.031041458,,
PUPA-72h_cellbin,midgut primordium,COX6B,0.363062,0.39413017,-0.031068176,,
PUPA-72h_cellbin,midgut primordium,CG3868,0.3312838,0.36284295,-0.03155914,,
PUPA-72h_cellbin,midgut primordium,CG2852,0.3882801,0.42078772,-0.03250763,,
PUPA-72h_cellbin,midgut primordium,eEF1alpha2,0.20323914,0.23776917,-0.03453003,,
PUPA-72h_cellbin,midgut primordium,Act79B,0.2860161,0.3208863,-0.034870207,,
PUPA-72h_cellbin,midgut primordium,Hsc70-3,0.24072537,0.2763385,-0.03561312,,
PUPA-72h_cellbin,midgut primordium,Cam,0.27834764,0.31606108,-0.03771344,,
PUPA-72h_cellbin,midgut primordium,Mp20,0.34871006,0.3871588,-0.03844875,,
PUPA-72h_cellbin,midgut primordium,fln,0.18869801,0.22886491,-0.0401669,,
PUPA-72h_cellbin,midgut primordium,CG34205,0.2507905,0.2946648,-0.043874294,,
PUPA-72h_cellbin,midgut primordium,Acbp5,0.585023,0.6343055,-0.04928249,,
PUPA-72h_cellbin,midgut primordium,Act87E,0.38038698,0.43469685,-0.054309875,,
PUPA-72h_cellbin,midgut primordium,CG32276,0.21964507,0.27434403,-0.05469896,,
PUPA-72h_cellbin,midgut primordium,CG34166,0.21244146,0.26838407,-0.05594261,,
PUPA-72h_cellbin,midgut primordium,Mlc1,0.66453606,0.7293273,-0.06479126,,
PUPA-72h_cellbin,midgut primordium,up,0.53316736,0.598635,-0.065467656,,
PUPA-72h_cellbin,midgut primordium,Calr,0.43989506,0.50865626,-0.0687612,,
PUPA-72h_cellbin,midgut primordium,EbpIII,0.21635516,0.28530714,-0.06895198,,
PUPA-72h_cellbin,midgut primordium,Cpr97Eb,0.19680189,0.26797768,-0.0711758,,
PUPA-72h_cellbin,midgut primordium,CG1368,0.80748504,0.87909395,-0.0716089,,
PUPA-72h_cellbin,midgut primordium,Acp65Aa,1.3146349,1.3888743,-0.07423937,,
PUPA-72h_cellbin,midgut primordium,Lsp1gamma,0.25031698,0.32637864,-0.076061666,,
PUPA-72h_cellbin,midgut primordium,Act88F,0.5076644,0.58509076,-0.077426374,,
PUPA-72h_cellbin,midgut primordium,mt:ND5,0.596424,0.6752252,-0.078801215,,
PUPA-72h_cellbin,midgut primordium,CG9672,0.22303538,0.30723485,-0.08419947,,
PUPA-72h_cellbin,midgut primordium,CG13042,1.3798788,1.466051,-0.08617222,,
PUPA-72h_cellbin,midgut primordium,TotA,0.17256391,0.2641415,-0.09157759,,
PUPA-72h_cellbin,midgut primordium,Lsp1beta,0.18081912,0.2735186,-0.09269947,,
PUPA-72h_cellbin,midgut primordium,Mlc2,1.6255134,1.7269634,-0.10144997,,
PUPA-72h_cellbin,midgut primordium,Cpr64Aa,0.3397988,0.44561502,-0.105816215,,
PUPA-72h_cellbin,midgut primordium,Fbp2,0.41603044,0.5241956,-0.108165175,,
PUPA-72h_cellbin,midgut primordium,Cpr30B,0.9304805,1.0430123,-0.11253178,,
PUPA-72h_cellbin,midgut primordium,Lsp2,0.99202335,1.1134568,-0.1214335,,
PUPA-72h_cellbin,midgut primordium,mt:ND1,1.0274377,1.1534394,-0.12600172,,
PUPA-72h_cellbin,midgut primordium,CG42323,0.6023517,0.750884,-0.14853227,,
PUPA-72h_cellbin,midgut primordium,CG34461,1.2220721,1.3714203,-0.14934814,,
PUPA-72h_cellbin,midgut primordium,mt:ND6,0.39482343,0.55723554,-0.1624121,,
PUPA-72h_cellbin,midgut primordium,CG34172,0.47625962,0.63885254,-0.16259292,,
PUPA-72h_cellbin,midgut primordium,Fbp1,0.49268952,0.6648249,-0.17213538,,
PUPA-72h_cellbin,midgut primordium,Obp99b,0.7422016,0.9207672,-0.17856556,,
PUPA-72h_cellbin,midgut primordium,Obp44a,0.56875116,0.7605018,-0.19175065,,
PUPA-72h_cellbin,midgut primordium,Drsl3,0.7739449,0.97289443,-0.19894952,,
PUPA-72h_cellbin,midgut primordium,CG5506,0.9236003,1.1282905,-0.20469022,,
PUPA-72h_cellbin,midgut primordium,CG15212,0.23254803,0.44917238,-0.21662435,,
PUPA-72h_cellbin,midgut primordium,CG8736,0.33178386,0.55307853,-0.22129467,,
PUPA-72h_cellbin,midgut primordium,CG14191,0.21384606,0.45571664,-0.24187058,,
PUPA-72h_cellbin,midgut primordium,CG13065,0.5190246,0.7646262,-0.2456016,,
PUPA-72h_cellbin,midgut primordium,Cpr49Ae,0.8672272,1.2464067,-0.37917948,,
PUPA-72h_cellbin,midgut primordium,CG18179,0.640913,1.0321949,-0.39128184,,
PUPA-72h_cellbin,midgut primordium,CG7214,2.2427592,2.6871185,-0.4443593,,
PUPA-72h_cellbin,midgut primordium,LysX,0.46706438,0.9183565,-0.4512921,,
PUPA-72h_cellbin,midgut primordium,CG44013,1.0846717,1.5468935,-0.46222174,0.004975124378109453,0.1354501595637875
PUPA-72h_cellbin,midgut primordium,Ag5r2,0.48467386,0.99499947,-0.5103256,0.004975124378109453,0.12780984406294257
PUPA-72h_cellbin,midgut primordium,CG43218,2.4532962,3.326777,-0.8734808,0.004975124378109453,0.25810091833747795
PUPA-72h_cellbin,midgut primordium,CG18180,1.9158645,3.1752656,-1.2594011,0.004975124378109453,0.2928295367566649
PUPA-72h_cellbin,midgut primordium,CG42397,1.3783838,2.6625566,-1.2841729,0.004975124378109453,0.2612339899966049
PUPA-72h_cellbin,midgut primordium,Drsl2,1.7549673,3.0995743,-1.344607,0.004975124378109453,0.3200814151790555
PUPA-72h_cellbin,epidermis,Acp65Aa,3.1354961,2.407175,0.7283211,0.004975124378109453,0.14274827990236025
PUPA-72h_cellbin,epidermis,lncRNA:CR40469,3.9207664,3.2152114,0.70555496,0.004975124378109453,0.07047987599634924
PUPA-72h_cellbin,epidermis,lncRNA:CR34335,3.6480224,2.951979,0.6960435,0.004975124378109453,0.07447771369267385
PUPA-72h_cellbin,epidermis,Cpr49Ah,1.629002,0.94193125,0.6870707,0.004975124378109453,0.11033472343207047
PUPA-72h_cellbin,epidermis,CG13231,1.869467,1.199839,0.669628,0.1044776119402985,0.15127970751581774
PUPA-72h_cellbin,epidermis,Cpr30B,2.2387238,1.5714878,0.667236,0.2537313432835821,0.17976377492332976
PUPA-72h_cellbin,epidermis,CG2150,2.327349,1.6710913,0.6562576,,
PUPA-72h_cellbin,epidermis,Cpr30F,1.8953329,1.2708184,0.6245146,,
PUPA-72h_cellbin,epidermis,TwdlT,2.778364,2.1612666,0.6170974,,
PUPA-72h_cellbin,epidermis,CG4962,1.8703461,1.2595022,0.6108439,,
PUPA-72h_cellbin,epidermis,RpL39,2.210402,1.6318928,0.5785092,,
PUPA-72h_cellbin,epidermis,RpLP2,2.2869446,1.7131962,0.57374847,,
PUPA-72h_cellbin,epidermis,eEF1alpha1,1.7045491,1.1359363,0.5686128,,
PUPA-72h_cellbin,epidermis,CG13376,1.0478508,0.5007297,0.54712117,,
PUPA-72h_cellbin,epidermis,RpL41,2.221249,1.7069136,0.5143355,,
PUPA-72h_cellbin,epidermis,Cpr56F,1.0924642,0.59789485,0.49456936,,
PUPA-72h_cellbin,epidermis,Gasp,1.1886779,0.69619846,0.49247944,,
PUPA-72h_cellbin,epidermis,RpS25,1.6221629,1.1663233,0.45583963,,
PUPA-72h_cellbin,epidermis,Cpr64Ac,1.7617435,1.3119985,0.44974506,,
PUPA-72h_cellbin,epidermis,CG14515,0.930292,0.48974228,0.44054973,,
PUPA-72h_cellbin,epidermis,CG17127,1.0627537,0.62747186,0.4352818,,
PUPA-72h_cellbin,epidermis,Clect27,1.0187933,0.5876511,0.43114227,,
PUPA-72h_cellbin,epidermis,RpL23,1.40075,0.98669064,0.4140594,,
PUPA-72h_cellbin,epidermis,RpL38,1.3042684,0.9207295,0.38353884,,
PUPA-72h_cellbin,epidermis,CG34461,3.2564309,2.8766327,0.37979817,,
PUPA-72h_cellbin,epidermis,Cpr49Ae,2.0735896,1.6978204,0.37576914,,
PUPA-72h_cellbin,epidermis,resilin,0.59575367,0.22132745,0.37442622,,
PUPA-72h_cellbin,epidermis,RpL27A,1.1302766,0.7642322,0.36604434,,
PUPA-72h_cellbin,epidermis,CG34205,1.1945908,0.8311942,0.36339658,,
PUPA-72h_cellbin,epidermis,CG31997,0.9813646,0.61822224,0.36314237,,
PUPA-72h_cellbin,epidermis,Msr-110,1.0112132,0.64829177,0.36292142,,
PUPA-72h_cellbin,epidermis,RpS15,1.1311694,0.79009295,0.3410765,,
PUPA-72h_cellbin,epidermis,Cpr76Bd,1.0109787,0.6754335,0.33554518,,
PUPA-72h_cellbin,epidermis,RpS5a,0.91045165,0.5774945,0.33295715,,
PUPA-72h_cellbin,epidermis,RpL37a,1.1652147,0.8325084,0.33270627,,
PUPA-72h_cellbin,epidermis,RpL5,1.1450922,0.81435454,0.3307377,,
PUPA-72h_cellbin,epidermis,mt:CoII,3.0921986,2.7636328,0.32856584,,
PUPA-72h_cellbin,epidermis,RpS28b,1.0953671,0.76797587,0.3273912,,
PUPA-72h_cellbin,epidermis,RpL15,1.1214964,0.79802734,0.3234691,,
PUPA-72h_cellbin,epidermis,RpS12,1.016239,0.6955607,0.32067835,,
PUPA-72h_cellbin,epidermis,RpL36,1.153976,0.8348753,0.31910068,,
PUPA-72h_cellbin,epidermis,RpS8,1.0024652,0.6852573,0.31720793,,
PUPA-72h_cellbin,epidermis,RpL14,1.0132183,0.7002407,0.3129776,,
PUPA-72h_cellbin,epidermis,RpS29,1.0120056,0.70312035,0.30888522,,
PUPA-72h_cellbin,epidermis,mt:CoI,3.4852934,3.1773813,0.3079121,,
PUPA-72h_cellbin,epidermis,RpL31,1.0568689,0.7489962,0.3078727,,
PUPA-72h_cellbin,epidermis,eEF5,1.0091558,0.70192313,0.30723262,,
PUPA-72h_cellbin,epidermis,RpS21,1.0243514,0.7174747,0.30687666,,
PUPA-72h_cellbin,epidermis,RpLP1,1.2397758,0.93321186,0.3065639,,
PUPA-72h_cellbin,epidermis,CG13042,1.969457,1.6665215,0.30293548,,
PUPA-72h_cellbin,epidermis,CG1368,0.786617,0.48476988,0.3018471,,
PUPA-72h_cellbin,epidermis,sta,0.9216945,0.6219698,0.2997247,,
PUPA-72h_cellbin,epidermis,RpL9,1.0381099,0.7384489,0.29966098,,
PUPA-72h_cellbin,epidermis,RpS30,1.1145414,0.81574434,0.29879707,,
PUPA-72h_cellbin,epidermis,RpS3A,0.86833674,0.57101303,0.2973237,,
PUPA-72h_cellbin,epidermis,alphaTub84B,1.2593874,0.9621821,0.29720527,,
PUPA-72h_cellbin,epidermis,RpS4,0.9995284,0.7048568,0.2946716,,
PUPA-72h_cellbin,epidermis,RpS19a,0.9575408,0.6630897,0.29445112,,
PUPA-72h_cellbin,epidermis,RpL21,0.96489346,0.67173856,0.2931549,,
PUPA-72h_cellbin,epidermis,RpL18A,0.9550097,0.66456676,0.29044294,,
PUPA-72h_cellbin,epidermis,RpL10,0.98745567,0.70194125,0.2855144,,
PUPA-72h_cellbin,epidermis,RpS14a,0.92677444,0.6432066,0.28356785,,
PUPA-72h_cellbin,epidermis,RpL40,0.96857226,0.6861852,0.28238708,,
PUPA-72h_cellbin,epidermis,CG42323,1.1843036,0.90336365,0.28094,,
PUPA-72h_cellbin,epidermis,RpL19,0.93823814,0.6583447,0.27989346,,
PUPA-72h_cellbin,epidermis,RpS26,0.940573,0.662231,0.27834195,,
PUPA-72h_cellbin,epidermis,RpS27A,0.97725767,0.7002032,0.2770545,,
PUPA-72h_cellbin,epidermis,RpS9,0.9449676,0.6681384,0.27682924,,
PUPA-72h_cellbin,epidermis,Cpr47Ea,1.4536833,1.1832591,0.27042413,,
PUPA-72h_cellbin,epidermis,RpL29,1.0228097,0.7558812,0.26692855,,
PUPA-72h_cellbin,epidermis,CG2663,0.5426067,0.27606592,0.2665408,,
PUPA-72h_cellbin,epidermis,RpS11,1.0913713,0.82631856,0.26505274,,
PUPA-72h_cellbin,epidermis,Cpr49Aa,1.5363986,1.27433,0.26206863,,
PUPA-72h_cellbin,epidermis,Obp99b,0.74399984,0.486275,0.25772485,,
PUPA-72h_cellbin,epidermis,RpS17,0.91132057,0.6560729,0.25524765,,
PUPA-72h_cellbin,epidermis,RpL12,0.9737636,0.7201043,0.2536593,,
PUPA-72h_cellbin,epidermis,RpL13A,0.89798677,0.6461839,0.25180286,,
PUPA-72h_cellbin,epidermis,RpS27,0.9711125,0.72061795,0.25049454,,
PUPA-72h_cellbin,epidermis,RpL22,0.7348712,0.48814133,0.24672988,,
PUPA-72h_cellbin,epidermis,RpL10Ab,0.79019624,0.5446961,0.24550015,,
PUPA-72h_cellbin,epidermis,RpL32,0.8956252,0.6502957,0.2453295,,
PUPA-72h_cellbin,epidermis,RpS2,0.8158584,0.57202,0.24383843,,
PUPA-72h_cellbin,epidermis,Lsp2,0.9258812,0.6823201,0.24356109,,
PUPA-72h_cellbin,epidermis,CG6055,0.5445869,0.30480227,0.23978463,,
PUPA-72h_cellbin,epidermis,RpS3,0.7454647,0.5118454,0.23361927,,
PUPA-72h_cellbin,epidermis,RpL24,0.685908,0.45250338,0.23340464,,
PUPA-72h_cellbin,epidermis,RpS18,0.78082114,0.5512853,0.22953582,,
PUPA-72h_cellbin,epidermis,Mlp60A,0.97791815,0.7510402,0.22687793,,
PUPA-72h_cellbin,epidermis,RpL23A,0.7429821,0.5196127,0.22336936,,
PUPA-72h_cellbin,epidermis,RpL17,0.6834799,0.4619867,0.22149321,,
PUPA-72h_cellbin,epidermis,Vajk4,1.1082282,0.8875084,0.22071981,,
PUPA-72h_cellbin,epidermis,pAbp,0.78509855,0.564719,0.22037953,,
PUPA-72h_cellbin,epidermis,RpS13,0.6978694,0.47779667,0.22007275,,
PUPA-72h_cellbin,epidermis,CG33946,0.6928238,0.47279298,0.22003084,,
PUPA-72h_cellbin,epidermis,RpS20,0.83417195,0.6157116,0.21846032,,
PUPA-72h_cellbin,epidermis,RpS7,0.8069316,0.58896536,0.21796626,,
PUPA-72h_cellbin,epidermis,RpL26,0.6791557,0.4619746,0.21718112,,
PUPA-72h_cellbin,epidermis,RpL35,0.7107926,0.49448684,0.21630576,,
PUPA-72h_cellbin,epidermis,RpL7,0.7702764,0.5551208,0.2151556,,
PUPA-72h_cellbin,epidermis,CG43386,0.44243476,0.2277438,0.21469095,,
PUPA-72h_cellbin,epidermis,RpLP0,0.6320404,0.42081648,0.2112239,,
PUPA-72h_cellbin,epidermis,RpS23,0.75664717,0.5496097,0.20703745,,
PUPA-72h_cellbin,epidermis,RpL28,0.7443089,0.538708,0.20560092,,
PUPA-72h_cellbin,epidermis,RpS15Aa,0.59094536,0.38915318,0.20179218,,
PUPA-72h_cellbin,epidermis,Hsp23,0.5152558,0.31495744,0.20029837,,
PUPA-72h_cellbin,epidermis,RpL18,0.73123455,0.53285885,0.1983757,,
PUPA-72h_cellbin,epidermis,RpS10b,0.6419923,0.4441993,0.19779298,,
PUPA-72h_cellbin,epidermis,RpL8,0.7026655,0.50529677,0.19736874,,
PUPA-72h_cellbin,epidermis,RpL36A,0.7918549,0.59495145,0.19690347,,
PUPA-72h_cellbin,epidermis,RpL37A,0.68965954,0.4965498,0.19310975,,
PUPA-72h_cellbin,epidermis,His4r,0.6952316,0.5030143,0.19221729,,
PUPA-72h_cellbin,epidermis,RpL30,0.7078472,0.51609373,0.19175345,,
PUPA-72h_cellbin,epidermis,Phk-3,0.44440526,0.25452682,0.18987843,,
PUPA-72h_cellbin,epidermis,Uhg7,0.6413038,0.45375526,0.18754852,,
PUPA-72h_cellbin,epidermis,mt:CoIII,2.6938646,2.5094604,0.18440413,,
PUPA-72h_cellbin,epidermis,RpS16,0.59042674,0.4089651,0.18146163,,
PUPA-72h_cellbin,epidermis,RpL7A,0.53066325,0.35190734,0.17875591,,
PUPA-72h_cellbin,epidermis,RpS14b,0.49332547,0.31548744,0.17783803,,
PUPA-72h_cellbin,epidermis,Cyp1,0.5830357,0.40698007,0.17605564,,
PUPA-72h_cellbin,epidermis,RpL6,0.57637024,0.4012201,0.17515013,,
PUPA-72h_cellbin,epidermis,RpL11,0.65472245,0.48016074,0.17456171,,
PUPA-72h_cellbin,epidermis,betaTub56D,0.5646598,0.39169875,0.17296103,,
PUPA-72h_cellbin,epidermis,Mlc2,1.9575182,1.789413,0.16810524,,
PUPA-72h_cellbin,epidermis,ND-MLRQ,0.9888126,0.82256216,0.16625047,,
PUPA-72h_cellbin,epidermis,Vajk3,1.3945677,1.2329963,0.16157138,,
PUPA-72h_cellbin,epidermis,Cpr64Aa,0.67672753,0.51663774,0.16008979,,
PUPA-72h_cellbin,epidermis,RpL34b,0.48657528,0.32685784,0.15971744,,
PUPA-72h_cellbin,epidermis,Act79B,0.4299813,0.27085584,0.15912545,,
PUPA-72h_cellbin,epidermis,Obp99c,0.71298105,0.55575275,0.15722829,,
PUPA-72h_cellbin,epidermis,RpL4,0.3920216,0.23503965,0.15698195,,
PUPA-72h_cellbin,epidermis,mt:ATPase6,3.67064,3.5156233,0.15501666,,
PUPA-72h_cellbin,epidermis,Cpr51A,0.3957282,0.24131648,0.15441172,,
PUPA-72h_cellbin,epidermis,CG6770,0.5932919,0.4390244,0.15426749,,
PUPA-72h_cellbin,epidermis,RpS24,0.54492575,0.39169788,0.15322787,,
PUPA-72h_cellbin,epidermis,Tm1,0.50113916,0.34854874,0.15259042,,
PUPA-72h_cellbin,epidermis,RpL27,0.57524276,0.42280385,0.15243891,,
PUPA-72h_cellbin,epidermis,CG13065,1.254175,1.1023766,0.15179837,,
PUPA-72h_cellbin,epidermis,obst-A,0.35079148,0.19899584,0.15179564,,
PUPA-72h_cellbin,epidermis,COX8,0.8394088,0.6879921,0.15141672,,
PUPA-72h_cellbin,epidermis,mt:Cyt-b,2.2749486,2.1242356,0.15071297,,
PUPA-72h_cellbin,epidermis,RpL3,0.5024377,0.35385302,0.1485847,,
PUPA-72h_cellbin,epidermis,CG9336,0.33468434,0.1863611,0.14832324,,
PUPA-72h_cellbin,epidermis,RpL13,0.5282019,0.3812175,0.14698437,,
PUPA-72h_cellbin,epidermis,RpL35A,0.44822976,0.3051218,0.14310795,,
PUPA-72h_cellbin,epidermis,CG12164,0.85730445,0.7197034,0.13760108,,
PUPA-72h_cellbin,epidermis,Tctp,0.4907672,0.35325226,0.13751495,,
PUPA-72h_cellbin,epidermis,CG13643,0.36712837,0.2326086,0.13451977,,
PUPA-72h_cellbin,epidermis,Vajk2,1.5216666,1.3880605,0.1336062,,
PUPA-72h_cellbin,epidermis,Rack1,0.40875322,0.275585,0.13316822,,
PUPA-72h_cellbin,epidermis,l(2)34Fc,0.41468084,0.28278944,0.1318914,,
PUPA-72h_cellbin,epidermis,Jupiter,0.40120682,0.27117077,0.13003606,,
PUPA-72h_cellbin,epidermis,serp,0.35169277,0.22183503,0.12985773,,
PUPA-72h_cellbin,epidermis,Oda,0.54002005,0.41264102,0.12737903,,
PUPA-72h_cellbin,epidermis,CG3513,0.7705905,0.6439142,0.12667626,,
PUPA-72h_cellbin,epidermis,Skeletor,0.28007007,0.15352526,0.1265448,,
PUPA-72h_cellbin,epidermis,eEF2,0.42186105,0.29613236,0.1257287,,
PUPA-72h_cellbin,epidermis,RpS6,0.50685114,0.38283795,0.124013186,,
PUPA-72h_cellbin,epidermis,RNASEK,0.36839417,0.24475153,0.12364264,,
PUPA-72h_cellbin,epidermis,Vajk1,0.6899516,0.56811863,0.12183297,,
PUPA-72h_cellbin,epidermis,eEF1gamma,0.4005722,0.27994338,0.120628834,,
PUPA-72h_cellbin,epidermis,Act57B,0.6617758,0.54156864,0.12020719,,
PUPA-72h_cellbin,epidermis,CG2852,0.3559487,0.23692115,0.11902754,,
PUPA-72h_cellbin,epidermis,Cpr97Eb,0.59232885,0.47403055,0.11829829,,
PUPA-72h_cellbin,epidermis,Sirup,0.37928325,0.2612977,0.11798555,,
PUPA-72h_cellbin,epidermis,CG15021,0.41095614,0.29468203,0.11627412,,
PUPA-72h_cellbin,epidermis,awd,0.29572746,0.17968316,0.1160443,,
PUPA-72h_cellbin,epidermis,Mtk,0.7511344,0.6373099,0.11382449,,
PUPA-72h_cellbin,epidermis,up,0.6827973,0.5695562,0.113241136,,
PUPA-72h_cellbin,epidermis,CG9782,0.29754275,0.18654852,0.110994235,,
PUPA-72h_cellbin,epidermis,Col4a1,0.31604552,0.20526446,0.11078106,,
PUPA-72h_cellbin,epidermis,ATPsynC,1.0015496,0.8918925,0.10965711,,
PUPA-72h_cellbin,epidermis,EbpIII,0.48358318,0.3757183,0.10786489,,
PUPA-72h_cellbin,epidermis,Fbp1,0.44498068,0.3413439,0.10363677,,
PUPA-72h_cellbin,epidermis,crc,0.3341062,0.23070917,0.10339704,,
PUPA-72h_cellbin,epidermis,Scp1,0.3760683,0.27365804,0.10241026,,
PUPA-72h_cellbin,epidermis,eIF4A,0.3431614,0.24156788,0.101593524,,
PUPA-72h_cellbin,epidermis,Sap-r,0.31064302,0.20909765,0.10154536,,
PUPA-72h_cellbin,epidermis,COX5A,0.49795666,0.39743727,0.10051939,,
PUPA-72h_cellbin,epidermis,SPARC,0.2730238,0.1735399,0.09948391,,
PUPA-72h_cellbin,epidermis,UQCR-Q,0.5725554,0.4753663,0.09718913,,
PUPA-72h_cellbin,epidermis,Fbp2,0.3582579,0.26223925,0.09601864,,
PUPA-72h_cellbin,epidermis,CG7214,3.0500777,2.9553292,0.0947485,,
PUPA-72h_cellbin,epidermis,CG7630,0.58569974,0.49095705,0.094742686,,
PUPA-72h_cellbin,epidermis,Hsc70-4,0.4448582,0.35060802,0.09425017,,
PUPA-72h_cellbin,epidermis,GILT1,0.312314,0.21812147,0.094192535,,
PUPA-72h_cellbin,epidermis,levy,0.5679202,0.4744848,0.09343541,,
PUPA-72h_cellbin,epidermis,COX5B,0.47039473,0.37728667,0.09310806,,
PUPA-72h_cellbin,epidermis,ATPsynG,0.7129369,0.6204375,0.092499375,,
PUPA-72h_cellbin,epidermis,Cp1,0.42152217,0.33039108,0.09113109,,
PUPA-72h_cellbin,epidermis,Tm2,0.4768558,0.3860249,0.09083092,,
PUPA-72h_cellbin,epidermis,porin,0.49184695,0.40310407,0.08874288,,
PUPA-72h_cellbin,epidermis,CG14218,0.3672334,0.27962166,0.087611735,,
PUPA-72h_cellbin,epidermis,COX7C,0.70963264,0.6228488,0.08678383,,
PUPA-72h_cellbin,epidermis,Nacalpha,0.30416805,0.21904635,0.08512169,,
PUPA-72h_cellbin,epidermis,lncRNA:CR42862,0.32424247,0.24077234,0.083470136,,
PUPA-72h_cellbin,epidermis,Act87E,0.5062942,0.42303377,0.08326042,,
PUPA-72h_cellbin,epidermis,fax,0.3032409,0.22034371,0.08289719,,
PUPA-72h_cellbin,epidermis,TwdlE,0.4503723,0.36882037,0.08155194,,
PUPA-72h_cellbin,epidermis,Mlc1,0.84465086,0.7652281,0.07942277,,
PUPA-72h_cellbin,epidermis,CG3662,0.28836897,0.2093044,0.07906456,,
PUPA-72h_cellbin,epidermis,UQCR-11,0.52175826,0.44399,0.077768266,,
PUPA-72h_cellbin,epidermis,Act5C,0.42802098,0.35066658,0.0773544,,
PUPA-72h_cellbin,epidermis,Cpr97Ea,0.2660129,0.18888594,0.077126965,,
PUPA-72h_cellbin,epidermis,bic,0.27084628,0.19464812,0.07619816,,
PUPA-72h_cellbin,epidermis,Vha13,0.24924123,0.1734907,0.07575053,,
PUPA-72h_cellbin,epidermis,cype,0.620656,0.54677534,0.07388067,,
PUPA-72h_cellbin,epidermis,COX4,0.35469896,0.2810197,0.07367927,,
PUPA-72h_cellbin,epidermis,Neb-cGP,0.61254334,0.53914386,0.073399484,,
PUPA-72h_cellbin,epidermis,ATPsynF,0.5701174,0.49680594,0.07331148,,
PUPA-72h_cellbin,epidermis,edin,0.30993888,0.23779722,0.07214166,,
PUPA-72h_cellbin,epidermis,mt:ND4,1.2496709,1.1781067,0.0715642,,
PUPA-72h_cellbin,epidermis,ATPsynB,0.37187397,0.3006801,0.071193874,,
PUPA-72h_cellbin,epidermis,ox,0.5787131,0.5093088,0.069404304,,
PUPA-72h_cellbin,epidermis,Cpr66Cb,0.28002018,0.21076924,0.06925094,,
PUPA-72h_cellbin,epidermis,Drs,0.42959952,0.36102548,0.06857404,,
PUPA-72h_cellbin,epidermis,CG13071,0.3152073,0.24731594,0.06789136,,
PUPA-72h_cellbin,epidermis,CG13364,0.26796076,0.2003208,0.06763996,,
PUPA-72h_cellbin,epidermis,tsr,0.2803109,0.21376166,0.06654924,,
PUPA-72h_cellbin,epidermis,COX7A,0.2793746,0.21362297,0.06575163,,
PUPA-72h_cellbin,epidermis,CG10527,0.25237545,0.18681802,0.065557435,,
PUPA-72h_cellbin,epidermis,Mhc,0.73932886,0.67539793,0.06393093,,
PUPA-72h_cellbin,epidermis,Fer2LCH,0.26429984,0.20077695,0.06352289,,
PUPA-72h_cellbin,epidermis,verm,0.25205046,0.18928441,0.062766045,,
PUPA-72h_cellbin,epidermis,COX6B,0.37050012,0.3080318,0.06246832,,
PUPA-72h_cellbin,epidermis,14-3-3zeta,0.31841895,0.25608614,0.06233281,,
PUPA-72h_cellbin,epidermis,ATPsynCF6,0.3049903,0.24303904,0.06195125,,
PUPA-72h_cellbin,epidermis,Obp83g,0.25365907,0.19183707,0.061821997,,
PUPA-72h_cellbin,epidermis,ATPsynE,0.38066325,0.31902853,0.06163472,,
PUPA-72h_cellbin,epidermis,ND-MWFE,0.37529042,0.31430194,0.060988486,,
PUPA-72h_cellbin,epidermis,TpnC73F,0.27067968,0.21098506,0.059694618,,
PUPA-72h_cellbin,epidermis,UQCR-6.4,0.46688902,0.40722263,0.059666395,,
PUPA-72h_cellbin,epidermis,Cpr50Cb,0.24798156,0.18842156,0.05956,,
PUPA-72h_cellbin,epidermis,ND-B12,0.2562528,0.19734141,0.058911383,,
PUPA-72h_cellbin,epidermis,ATPsynO,0.326641,0.2690693,0.05757168,,
PUPA-72h_cellbin,epidermis,CG13551,0.25851828,0.20147322,0.057045057,,
PUPA-72h_cellbin,epidermis,Gapdh2,0.30271676,0.24936554,0.053351223,,
PUPA-72h_cellbin,epidermis,wupA,0.48521712,0.4330288,0.052188337,,
PUPA-72h_cellbin,epidermis,blw,0.35662293,0.30785918,0.048763752,,
PUPA-72h_cellbin,epidermis,roh,0.33024326,0.28221652,0.04802674,,
PUPA-72h_cellbin,epidermis,Fer1HCH,0.24013226,0.19270287,0.047429383,,
PUPA-72h_cellbin,epidermis,CG43897,0.2673068,0.22052246,0.04678434,,
PUPA-72h_cellbin,epidermis,CG8736,0.57473433,0.5282544,0.04647994,,
PUPA-72h_cellbin,epidermis,UQCR-14,0.23652507,0.19090891,0.045616165,,
PUPA-72h_cellbin,epidermis,CG34168,0.42112646,0.37683013,0.044296324,,
PUPA-72h_cellbin,epidermis,ATPsynbeta,0.6578591,0.6138128,0.044046283,,
PUPA-72h_cellbin,epidermis,UQCR-C2,0.300655,0.25832736,0.042327642,,
PUPA-72h_cellbin,epidermis,sesB,0.33205178,0.29016912,0.041882664,,
PUPA-72h_cellbin,epidermis,Cpr62Bb,0.2827553,0.24208568,0.040669605,,
