gene,mean_bulge,mean_dent,lfc
FLRT3,0.02708558,0.024813091,0.0022724885
CYFIP1,0.0637404,0.061469216,0.0022711866
MCC,0.030915648,0.028647223,0.0022684243
GLUD1,0.037669893,0.03540168,0.0022682138
MED13,0.025784366,0.023518732,0.002265634
TCF12,0.026322966,0.024057822,0.0022651441
GNAI3,0.08001235,0.07774797,0.0022643805
FBXO45,0.03942519,0.037163027,0.002262164
MFSD14B,0.028349312,0.026087226,0.0022620857
RABGAP1L,0.039486926,0.037227888,0.0022590384
FAM91A1,0.033826463,0.031567898,0.0022585653
LAMP1,0.12200831,0.119753525,0.002254784
AURKAIP1,0.051050443,0.048796434,0.0022540092
CEBPG,0.031034779,0.028782573,0.0022522062
EIF4A3,0.051620238,0.049368966,0.0022512712
BTF3L4,0.05745728,0.055206146,0.0022511333
ATP1A1,0.07406388,0.07181401,0.0022498742
DELEC1,0.036428943,0.034187578,0.0022413656
DLEU1,0.027137857,0.02489724,0.0022406168
COPS8,0.03329372,0.031053636,0.002240084
MTAP,0.034108326,0.031870104,0.0022382215
FAM222B,0.024915941,0.022683727,0.0022322144
CD109,0.035047933,0.03281976,0.0022281744
GNPAT,0.030403053,0.028175168,0.0022278856
PRKCSH,0.064734496,0.06250842,0.002226077
LBH,0.030539377,0.028315585,0.0022237916
VAMP2,0.03724092,0.035020754,0.002220165
HPCAL1,0.0302763,0.028058035,0.002218265
LHFPL2,0.029983541,0.027766652,0.0022168886
OSBPL9,0.03193808,0.029729217,0.0022088625
C1orf122,0.06467709,0.062469654,0.0022074357
ZDHHC3,0.028262686,0.02605735,0.0022053365
CPNE1,0.07001906,0.06781443,0.0022046268
GPAT4,0.031818904,0.029614337,0.0022045672
PAQR4,0.023436703,0.021233696,0.0022030063
EMC7,0.042661354,0.040459044,0.0022023097
CIZ1,0.03588371,0.03368251,0.0022011995
NT5C,0.02490621,0.022707278,0.0021989327
YAP1,0.028415227,0.02621634,0.002198888
RAP2A,0.023499731,0.021301366,0.0021983646
CIAO1,0.0483097,0.046113633,0.002196066
PPP3R1,0.02482178,0.02262602,0.0021957606
MRPL36,0.043466017,0.041270692,0.0021953247
MT1F,0.041927315,0.039735924,0.0021913908
RAB1B,0.045045093,0.04285377,0.0021913238
SLCO2A1,0.057867926,0.05567676,0.0021911673
GLO1,0.07149976,0.069309406,0.0021903515
LGALS8,0.029979428,0.027791137,0.0021882914
ZDHHC5,0.05321823,0.051034097,0.002184134
GABARAPL2,0.037428673,0.035250694,0.0021779798
XRN2,0.024647381,0.022472436,0.0021749455
ITFG1,0.030644001,0.028470267,0.0021737348
PPCS,0.05526324,0.05309168,0.0021715611
MAPK6,0.06619654,0.0640286,0.0021679401
GRB2,0.0648568,0.06269539,0.002161406
ZFAND3,0.027358517,0.02519996,0.0021585561
RNF121,0.071317896,0.06916055,0.0021573454
CNOT2,0.026018549,0.023861298,0.0021572504
RBBP6,0.027417533,0.025261752,0.0021557808
SLC52A2,0.03382098,0.031666998,0.0021539815
PARVB,0.033145957,0.030992033,0.0021539237
SEC62,0.049916964,0.04776779,0.0021491759
MORF4L2,0.09432689,0.09217959,0.002147302
MT-ND6,0.07748352,0.07533764,0.002145879
FBXO28,0.022530742,0.020391917,0.0021388251
FAT2,0.10787143,0.10573448,0.0021369457
PNMA1,0.023307633,0.021177445,0.002130188
HES1,0.027602816,0.025474446,0.00212837
AOPEP,0.03988655,0.03776375,0.0021228008
NCOR1,0.023742318,0.021620786,0.0021215323
ZNF623,0.02402462,0.021907575,0.0021170452
CORO1C,0.042571835,0.040455267,0.0021165684
PYGB,0.023797648,0.0216814,0.002116248
NMD3,0.029426169,0.027310383,0.002115786
FYTTD1,0.046129245,0.044018332,0.0021109134
SCAMP1,0.04042213,0.038315985,0.002106145
RALBP1,0.037277207,0.03517118,0.0021060258
ZNF655,0.030812413,0.02870859,0.0021038223
THOC2,0.024617387,0.022515839,0.002101548
HRAS,0.023533477,0.021440124,0.0020933524
RHOT1,0.026741179,0.02464858,0.002092598
SPAG9,0.029598976,0.027507378,0.0020915978
MALAT1,0.27582937,0.27373892,0.002090454
DENND2B,0.052926533,0.050837245,0.002089288
GALNS,0.023379615,0.021290898,0.0020887163
DAGLB,0.025205275,0.02311865,0.0020866245
SRC,0.024130136,0.022046266,0.0020838697
METTL9,0.0244156,0.022333981,0.0020816177
EMP3,0.024862517,0.02278142,0.0020810962
POLD4,0.022939509,0.020861844,0.0020776652
NAGK,0.023304056,0.021226425,0.0020776317
RBM34,0.03372763,0.031650394,0.0020772368
MIR23AHG,0.029913193,0.027839199,0.002073994
STK25,0.039295036,0.037222877,0.0020721592
DUSP22,0.031698074,0.029626226,0.0020718481
CAPN1,0.084316045,0.082248025,0.0020680204
HELZ,0.023412924,0.02135006,0.0020628646
SARS1,0.033594046,0.03153218,0.0020618662
DNAJB9,0.033313964,0.031254012,0.0020599514
ZBTB4,0.02884313,0.026784942,0.0020581894
TADA3,0.03286412,0.030815333,0.0020487867
MAF1,0.034416877,0.032369174,0.0020477027
PRXL2A,0.051575884,0.04952858,0.002047304
NTAN1,0.028795263,0.026749091,0.0020461716
UBE2Z,0.02772055,0.02567729,0.0020432603
SOX9,0.056931373,0.054895543,0.0020358302
KPNA6,0.023344493,0.021310257,0.0020342357
EEA1,0.02534557,0.023312299,0.002033271
NCK2,0.028897228,0.02686476,0.002032468
B4GALT5,0.030201118,0.028169595,0.0020315237
PRRC2B,0.058330923,0.056300435,0.002030488
CHST15,0.022583123,0.020557052,0.0020260718
DYNLT1,0.0631509,0.061125286,0.0020256117
PMVK,0.02489467,0.022870036,0.0020246338
PHF20L1,0.02461913,0.022595566,0.0020235647
UNC50,0.03396466,0.031941783,0.0020228773
SNX10,0.025976958,0.023955802,0.0020211563
SP3,0.02840473,0.026385538,0.0020191912
RAB6A,0.042874962,0.04085889,0.0020160712
SUN2,0.062178195,0.060162403,0.0020157918
AGRN,0.032469347,0.03045566,0.002013687
BRWD1,0.02579803,0.02378641,0.0020116195
GGNBP2,0.03460961,0.032598037,0.002011571
ENSG00000248973,0.030240767,0.02823722,0.0020035468
SENP5,0.036336415,0.034333672,0.0020027421
RNF141,0.026352491,0.024350427,0.0020020641
SDF2,0.04139582,0.03939552,0.002000302
RPS4Y1,0.11930098,0.11730413,0.001996845
TNIP1,0.02315399,0.021157434,0.0019965563
LINC00511,0.032046314,0.030051403,0.0019949116
RNF19A,0.02928147,0.027287355,0.0019941162
CERT1,0.023776572,0.021783644,0.0019929279
KPNA4,0.05680821,0.05481655,0.0019916594
ZNFX1,0.03201432,0.030022813,0.0019915085
DAP,0.04586485,0.043874335,0.0019905157
IQCG,0.02351538,0.021527946,0.001987435
MACROH2A1,0.097004935,0.09502241,0.001982525
CHMP1A,0.028652301,0.026670096,0.0019822046
NSUN2,0.05903467,0.057052493,0.0019821785
RAPH1,0.023330983,0.021350514,0.0019804686
AIDA,0.051703967,0.04972373,0.0019802377
MS4A19P,0.08207062,0.08009267,0.0019779503
ENSG00000287587,0.03369803,0.031720176,0.0019778535
FAM110A,0.022611178,0.020633759,0.0019774195
MTX2,0.030424414,0.028448422,0.0019759927
ACTR1B,0.036474317,0.03450049,0.0019738264
TUT4,0.03220023,0.030226624,0.0019736048
CHMP5,0.027354183,0.025380798,0.001973385
PIM3,0.04301128,0.041039366,0.0019719154
TSPAN17,0.034595802,0.032625925,0.0019698776
MYO6,0.029990325,0.028020695,0.00196963
MEMO1,0.033327986,0.031360418,0.001967568
SHTN1,0.022666872,0.020700602,0.0019662697
CREB1,0.030566435,0.028601488,0.0019649472
HNRNPA0,0.06492875,0.06296423,0.001964517
AGO4,0.022423675,0.020461882,0.0019617938
DR1,0.061416745,0.05945688,0.001959864
YIF1A,0.04584795,0.043888494,0.0019594543
CLASP1,0.034932118,0.03297877,0.0019533485
RHOQ,0.027754493,0.02580363,0.0019508637
EFHD2,0.058212336,0.0562621,0.0019502379
FKBP8,0.028322337,0.026376072,0.0019462649
RAP1A,0.038037203,0.036091626,0.0019455776
TMEM87B,0.02553961,0.02359832,0.0019412898
TMEM41A,0.035282116,0.033341423,0.0019406937
RSRC2,0.032670364,0.030743405,0.0019269586
GOLGA8B,0.027509362,0.025582854,0.0019265078
KIF1B,0.03073397,0.028809065,0.0019249059
ECPAS,0.054111958,0.052188575,0.0019233823
UBR5,0.03364513,0.031724267,0.001920864
UBE2A,0.063220404,0.06130017,0.0019202344
ZNF131,0.028670056,0.026753068,0.0019169878
PAFAH1B2,0.03216235,0.030246045,0.0019163042
PICALM,0.042327303,0.040411312,0.0019159913
ACTR2,0.05531529,0.053401187,0.0019141026
SLK,0.026421534,0.024512984,0.00190855
LMAN2,0.079072796,0.077171244,0.0019015521
SVBP,0.029126523,0.02722756,0.001898963
SNX13,0.046022885,0.044125006,0.001897879
TRPC4AP,0.033961784,0.032068294,0.0018934906
SLC39A9,0.028886406,0.026994033,0.001892373
ZFC3H1,0.02347177,0.021580053,0.0018917173
SERPINB5,0.30787295,0.3059816,0.0018913448
PARD6G,0.029784346,0.02789539,0.0018889569
ASH1L,0.029122869,0.027234754,0.001888115
RETREG3,0.02827634,0.026391465,0.001884874
MRFAP1,0.044897135,0.04301285,0.0018842854
EP300,0.04475356,0.04287922,0.0018743388
SLC4A2,0.032682173,0.030812146,0.0018700268
PTBP3,0.061977267,0.060110487,0.0018667802
UBE2H,0.044008344,0.042143226,0.0018651187
GPR87,0.029394377,0.027531274,0.0018631034
LPGAT1,0.031715523,0.02985387,0.0018616542
MDM2,0.025134366,0.02327299,0.0018613767
CPD,0.030244013,0.028385445,0.0018585678
TNFRSF21,0.063799165,0.06194149,0.0018576756
INPPL1,0.026241366,0.024383908,0.0018574577
SLC15A4,0.02512947,0.023275472,0.0018539969
JARID2,0.027598882,0.02574516,0.0018537212
MBD1,0.030837797,0.028985985,0.001851812
EIF5A,0.104177065,0.10233211,0.0018449575
ZMIZ2,0.046671867,0.044827156,0.0018447116
TCF3,0.054256216,0.05241307,0.001843147
SEZ6L2,0.024291666,0.022451274,0.0018403921
ATP2A2,0.09573612,0.093897484,0.0018386394
CDK2AP1,0.05155799,0.04972869,0.0018293001
SRRM1,0.03270388,0.030880116,0.0018237643
PANK2,0.028931614,0.027107988,0.0018236265
HEXB,0.03470078,0.032878768,0.0018220134
CELF1,0.051418953,0.049597126,0.0018218271
SLC25A24,0.024608895,0.022787688,0.0018212069
ARHGEF12,0.025816493,0.02399592,0.0018205736
STYX,0.024294013,0.022477526,0.0018164869
CCZ1B,0.034811374,0.032995425,0.0018159486
CUL4A,0.023957605,0.022142181,0.0018154234
C8orf82,0.029021,0.027208224,0.0018127766
PITX1,0.03947092,0.03766128,0.001809638
MAST2,0.024499258,0.022690576,0.0018086825
TMEM179B,0.059238408,0.057433046,0.0018053614
ASAP2,0.025468674,0.023664176,0.0018044971
EWSR1,0.0536394,0.05183814,0.0018012598
PPP1CA,0.06495084,0.063150264,0.0018005744
KLHL7,0.0278735,0.026073474,0.0018000249
KIF1C,0.033150375,0.031352278,0.001798097
ATRAID,0.061709676,0.059913136,0.0017965399
IFITM3,0.21330503,0.21151504,0.0017899871
NUP50-DT,0.022927238,0.02113728,0.0017899573
AMOTL1,0.02323752,0.021451635,0.0017858855
CST3,0.17459817,0.1728157,0.0017824769
ZFYVE9,0.03173914,0.029957172,0.0017819703
GOLPH3,0.05148158,0.04969963,0.0017819479
COPS5,0.033075117,0.03129319,0.0017819256
CAMTA1,0.047214914,0.045437984,0.00177693
NCOR2,0.062561706,0.060785804,0.0017759018
SPTLC1,0.048048917,0.046273477,0.0017754398
GABARAP,0.024194885,0.022419916,0.0017749686
BCAS3,0.028543029,0.026772434,0.0017705951
LTBR,0.024368744,0.02259828,0.0017704647
USP7,0.059986334,0.05821846,0.0017678738
C12orf75,0.07950623,0.07773845,0.0017677844
RNF10,0.030660676,0.028897686,0.0017629899
SMIM26,0.02410868,0.02234806,0.0017606206
TRIP10,0.023984216,0.02222524,0.0017589759
INTS1,0.023140594,0.02138354,0.0017570537
RNF126,0.039782763,0.038027573,0.0017551892
EXOC7,0.022699408,0.02094834,0.001751069
UBA1,0.085224286,0.08347438,0.001749903
IST1,0.03749359,0.035746694,0.0017468967
TMED2,0.14606753,0.14432558,0.0017419457
CCZ1,0.030138642,0.028400611,0.0017380305
ANTXR1,0.02579058,0.024053458,0.0017371215
ADK,0.025144251,0.023407655,0.0017365962
PTPRA,0.030489054,0.028752802,0.0017362516
CAPZB,0.09643301,0.094697624,0.0017353892
RBX1,0.105927,0.10419489,0.001732111
PUS7,0.02700406,0.025275031,0.0017290283
CLK2,0.026699182,0.024973147,0.001726035
FCHSD2,0.024310531,0.022586951,0.0017235801
BAZ1A,0.13376711,0.13205108,0.0017160326
SLAIN2,0.03929305,0.037577085,0.0017159656
PNPLA2,0.037939403,0.03622437,0.0017150342
MYLK,0.023478992,0.021765305,0.0017136876
NXT1,0.033772375,0.032059245,0.0017131306
DNAAF5,0.03330566,0.03159622,0.0017094389
CFAP251,0.03921171,0.037505887,0.0017058216
UBALD2,0.08028454,0.07858643,0.001698114
DHX15,0.041770034,0.04007418,0.0016958527
LTBP3,0.048871424,0.047179416,0.0016920082
AGTRAP,0.028866993,0.027176436,0.0016905572
FCF1,0.024939649,0.023249779,0.0016898699
AUTS2,0.023684382,0.021995084,0.0016892981
POGZ,0.029520757,0.02783183,0.0016889274
UGP2,0.023148935,0.021461274,0.0016876608
RFTN1,0.027909204,0.026223661,0.001685543
SMOC1,0.04127673,0.03959371,0.0016830191
RIC8A,0.024131311,0.02245549,0.0016758218
TRIP12,0.043839443,0.042165145,0.0016742982
GYS1,0.024968758,0.02329456,0.0016741976
KDM2A,0.052793305,0.051119644,0.0016736612
BTBD1,0.025670318,0.024001377,0.0016689412
PRELID3B,0.03605592,0.034389134,0.0016667843
TNPO2,0.033008568,0.031342354,0.0016662143
PIP5K1A,0.023355495,0.021689637,0.0016658586
BCL2L1,0.030819057,0.02915371,0.0016653463
GNAL,0.026045693,0.02438198,0.0016637128
C11orf58,0.033649594,0.031989634,0.0016599596
RTKN,0.02283191,0.02117211,0.0016597994
WTAP,0.078593194,0.076933734,0.0016594604
AEBP1,0.03959588,0.037938498,0.0016573817
CCDC50,0.029900864,0.028244158,0.0016567055
APMAP,0.07438297,0.072726615,0.0016563535
ENSG00000263244,0.026284631,0.024634665,0.0016499665
NDUFB4,0.07394144,0.0722925,0.0016489401
PPP1R12C,0.025415832,0.023766957,0.001648875
RIN2,0.03155143,0.02990354,0.0016478878
MYL9,0.032666862,0.031021563,0.0016452987
GSK3B,0.03584967,0.034206185,0.0016434863
ZZZ3,0.026038049,0.024396174,0.0016418751
YME1L1,0.043211535,0.04157275,0.001638785
PITPNB,0.047021594,0.045389775,0.0016318187
WDR72,0.032475807,0.030844416,0.0016313903
UBE2Q1,0.058346342,0.056716148,0.0016301945
AKR1B10,0.034710098,0.033080872,0.0016292259
UHMK1,0.060963783,0.059335794,0.0016279891
COPZ1,0.07157689,0.06995035,0.0016265437
CHASERR,0.02889491,0.027272819,0.001622092
BCL2L13,0.03239426,0.030786455,0.0016078055
CD164,0.04392181,0.042316776,0.0016050339
NFATC2IP,0.030084824,0.02848074,0.0016040839
IAH1,0.032637637,0.031034628,0.0016030092
TMEM9,0.03227967,0.030677719,0.0016019512
PHACTR4,0.040645074,0.03904369,0.0016013831
LFNG,0.022518385,0.020921763,0.0015966222
MAVS,0.024289781,0.0226936,0.0015961807
DENR,0.044824176,0.043229666,0.0015945099
RBPJ,0.029885266,0.028293045,0.0015922207
GGA1,0.023330787,0.021738706,0.001592081
IRF2BPL,0.03101598,0.029426169,0.0015898105
SSH1,0.023221329,0.021633098,0.001588231
ENSG00000260877,0.039743334,0.038157057,0.001586277
MARK1,0.02773717,0.026152484,0.0015846863
CDIPT,0.040838145,0.039254215,0.0015839301
TMEM219,0.074440375,0.072856955,0.0015834197
ACP5,0.038475588,0.03689267,0.0015829168
ODF2L,0.026643379,0.02506121,0.001582168
PSMF1,0.04809355,0.046511814,0.0015817359
PSMD9,0.026020806,0.024443971,0.0015768353
GINM1,0.02564384,0.024070706,0.0015731342
S100A13,0.03461611,0.033043966,0.0015721433
NRAS,0.027027618,0.025459148,0.0015684702
DUSP1,0.02558652,0.024018738,0.001567781
DCAF6,0.024202703,0.022636376,0.0015663262
RNF114,0.032574907,0.031008719,0.0015661884
SETX,0.024041364,0.022477321,0.0015640426
ATP11B,0.026844135,0.025280919,0.0015632156
SKI,0.04680231,0.045246117,0.0015561916
SRSF7,0.060842283,0.059289776,0.0015525073
YWHAB,0.18552513,0.18397988,0.0015452504
MYO19,0.022553276,0.021011911,0.0015413649
TMEM256,0.029725837,0.028185965,0.0015398711
PPP3CA,0.030657206,0.02911804,0.0015391652
TRIM16,0.024842147,0.023305243,0.0015369039
MRPL55,0.027304236,0.02576737,0.0015368666
C11orf80,0.029045992,0.027509281,0.0015367102
WDR5,0.022590963,0.021058898,0.0015320648
MKNK1,0.025758652,0.02422779,0.0015308615
TUBB2A,0.04643079,0.04490023,0.0015305579
PHF14,0.037118804,0.035588477,0.0015303269
ATP6V1B2,0.029357782,0.02782761,0.0015301723
CEP170B,0.025705805,0.024176871,0.0015289336
SCP2,0.054758172,0.05323102,0.001527153
PGM2,0.0251197,0.023603875,0.0015158243
MRPL37,0.048710477,0.047195684,0.0015147924
HTRA1,0.03768486,0.03617048,0.0015143827
RNF135,0.024653718,0.023140775,0.0015129428
SUZ12,0.026112193,0.024603002,0.0015091915
PPIG,0.032326207,0.030821363,0.001504844
RALY,0.052078042,0.050573878,0.0015041642
CARM1,0.028880991,0.027381048,0.0014999434
SLC20A2,0.047247693,0.04574978,0.0014979132
PTPA,0.029784577,0.028287983,0.0014965944
BAD,0.026746199,0.025250392,0.0014958065
TSG101,0.029489636,0.028001085,0.0014885515
TNPO3,0.02587496,0.02438763,0.0014873296
BRD2,0.045683168,0.044196703,0.0014864653
CHPF,0.029535608,0.028051425,0.0014841836
TMED7,0.028343111,0.026859341,0.0014837701
TMCC1,0.02533949,0.023858998,0.0014804918
IFI6,0.07822806,0.07674773,0.001480326
IGSF8,0.0334396,0.031960703,0.0014788955
BEX3,0.037456118,0.03597839,0.0014777258
YWHAH,0.08479311,0.08331554,0.0014775768
RPS19BP1,0.04705158,0.045575485,0.0014760941
TSR3,0.041429177,0.039957423,0.0014717542
TXNDC9,0.022393083,0.020922352,0.0014707316
CREBZF,0.02515136,0.02368078,0.0014705807
STRN4,0.04633013,0.04486587,0.0014642626
SEC11A,0.042552724,0.041094888,0.0014578365
FAM114A1,0.023007333,0.021551412,0.0014559217
C11orf24,0.03022259,0.028766964,0.0014556255
BNIP2,0.029390702,0.027937142,0.0014535598
SLC9A3R1,0.03212368,0.030670164,0.001453517
ZDHHC9,0.030321212,0.028874686,0.0014465265
KAT6A,0.04274181,0.04129676,0.0014450476
SPPL2A,0.031658255,0.030216413,0.001441842
UBXN4,0.02551603,0.024075214,0.0014408156
RTCA,0.030976612,0.029536752,0.0014398601
VPS35,0.03935156,0.037913688,0.0014378726
ESYT1,0.028744183,0.027313871,0.0014303122
ATP6V0E1,0.11718878,0.115762755,0.0014260262
HDGFL3,0.024124306,0.022702338,0.0014219675
ADRM1,0.023405917,0.021995088,0.0014108289
HNRNPC,0.1446635,0.14325315,0.0014103502
PRKAR2A,0.028827107,0.027418256,0.0014088508
ANKIB1,0.024011726,0.022606473,0.0014052521
SPG7,0.025937572,0.02453466,0.0014029127
MSC-AS1,0.024581898,0.02318314,0.0013987571
PPIC,0.037958317,0.036560785,0.0013975315
CANT1,0.027448632,0.026051978,0.0013966542
EMC6,0.0434155,0.042020522,0.0013949797
EVI5,0.0235825,0.022187794,0.0013947058
RBM5,0.030463453,0.029071644,0.0013918094
ABL1,0.03646416,0.035072662,0.0013914965
CHD3,0.024865653,0.023479795,0.0013858583
ATG12,0.023885429,0.022499714,0.0013857149
CYTH2,0.02774922,0.026371835,0.0013773851
PDAP1,0.036195416,0.034822382,0.001373034
YES1,0.03456225,0.03319081,0.0013714395
NXF1,0.023529071,0.022159023,0.0013700482
BPTF,0.029813355,0.028447067,0.0013662875
RASGEF1A,0.022690529,0.021328112,0.0013624169
PIGT,0.045203537,0.043842155,0.0013613813
RC3H2,0.022222538,0.020866955,0.0013555828
EAPP,0.038881272,0.037526533,0.0013547391
SPON2,0.032935556,0.031582415,0.0013531409
DAB2IP,0.025942422,0.024589632,0.0013527907
SLBP,0.024091238,0.022738483,0.0013527554
ERGIC1,0.045209967,0.043863554,0.001346413
MCMBP,0.023210037,0.021865202,0.0013448354
SENP2,0.022936858,0.021592349,0.0013445094
PSMB5,0.042165298,0.04082165,0.0013436489
TRIM47,0.059268612,0.05793678,0.0013318323
KHDC4,0.03149986,0.03016811,0.0013317484
TAOK3,0.031058736,0.029727217,0.0013315193
TMEM165,0.03253472,0.031206476,0.001328243
RAB3IP,0.024408588,0.023081247,0.0013273414
SRP68,0.032528374,0.031203728,0.0013246462
NFE2L2,0.034395978,0.033074573,0.0013214052
TMCO1,0.04275106,0.041430503,0.0013205558
RNF220,0.05802635,0.056705844,0.0013205074
WDR75,0.029864844,0.028546767,0.0013180766
SBNO1,0.023442889,0.022125792,0.0013170969
RARS1,0.024709472,0.023395324,0.0013141483
NAA30,0.026310993,0.024997063,0.0013139304
DPM1,0.025866125,0.024552628,0.0013134964
SPEN,0.030951988,0.029643593,0.0013083946
MALT1,0.027098402,0.025792342,0.0013060607
GNPNAT1,0.029511426,0.028205398,0.0013060272
ANAPC16,0.03549338,0.03418849,0.001304891
RRP7A,0.0358641,0.034560557,0.0013035424
BRMS1,0.027106065,0.02580374,0.0013023261
CUL3,0.03208471,0.030783677,0.0013010334
FLII,0.031862862,0.030565094,0.0012977682
EIF3E,0.10007874,0.098781385,0.0012973547
ADSS2,0.03405358,0.032762285,0.0012912937
TRIP6,0.03307449,0.031784873,0.0012896173
FNTA,0.04487852,0.04358972,0.0012888014
METTL5,0.04043478,0.039146546,0.0012882352
DAD1,0.043995157,0.04270725,0.0012879074
RNF34,0.02368168,0.022400225,0.0012814552
MUC20-OT1,0.029778255,0.0284984,0.0012798551
TMEM11,0.024204854,0.022930957,0.0012738965
PSMA7,0.12694423,0.12567092,0.0012733042
RALGAPB,0.025021782,0.023748683,0.0012730993
GOLGB1,0.024857443,0.023585515,0.0012719277
CAPN15,0.031540506,0.03026869,0.001271816
MFSD1,0.026449848,0.025178662,0.0012711864
ATP6AP1,0.06538146,0.06411427,0.0012671873
SNRPB,0.13508622,0.13382319,0.0012630373
YTHDF3,0.036977217,0.0357145,0.001262717
RANBP2,0.038741123,0.037480023,0.0012611002
